Constituency No.,Constituency Name,Candidate Name,Candidate Sex,Candidate Age,Candidate Category, Party Name, VALID VOTES POLLED in General, VALID VOTES POLLED in Postal, Total Valid Votes,Total Electors,Total Votes
28,KOZHIKODE SOUTH,PROF.A. P. ABDUL VAHAB,M,57,GEN,INL,43312,224,43536,149054,115617
28,KOZHIKODE SOUTH,SATHEESH KUTTIYIL,M,63,GEN,BDJS,19064,82,19146,149054,115617
28,KOZHIKODE SOUTH,None of the Above,,,,NOTA,787,1,788,149054,115617
28,KOZHIKODE SOUTH,U.K.DEYSI BALASUBRAHMANYAN,F,41,SC,SDPI,593,0,593,149054,115617
28,KOZHIKODE SOUTH,KAMALA PAVITHRAN,F,45,SC,BSP,480,0,480,149054,115617
28,KOZHIKODE SOUTH,A.P.ABDUL VAHAB,M,37,GEN,IND,287,0,287,149054,115617
28,KOZHIKODE SOUTH,SAJAN.A.K,M,36,GEN,IND,226,1,227,149054,115617
28,KOZHIKODE SOUTH,ABDUL SATHAR,M,44,GEN,IND,211,0,211,149054,115617
28,KOZHIKODE SOUTH,MUNEER DAVARI,M,45,GEN,IND,190,0,190,149054,115617
28,KOZHIKODE SOUTH,PREMANAND.T,M,47,GEN,IND,166,0,166,149054,115617
28,KOZHIKODE SOUTH,ABDUL MUNEER,M,36,GEN,IND,130,0,130,149054,115617
29,BEYPORE,MAMMED KOYA V K C,M,75,GEN,CPM,68745,369,69114,191152,155709
29,BEYPORE,ADAM MULSI M P,M,35,GEN,INC,54583,168,54751,191152,155709
29,BEYPORE,PRAKASAN,M,36,GEN,BJP,27896,62,27958,191152,155709
29,BEYPORE,P.C MUHAMMEDKUTTY,M,56,GEN,WPOI,1380,7,1387,191152,155709
29,BEYPORE,MUHAMMED MUSTHAFA P.P,M,34,GEN,SDPI,1125,1,1126,191152,155709
29,BEYPORE,None of the Above,,,,NOTA,605,0,605,191152,155709
29,BEYPORE,V K MUHAMMED KOYA,M,55,GEN,IND,355,0,355,191152,155709
29,BEYPORE,ADAM MALIQUE E,M,41,GEN,IND,199,0,199,191152,155709
29,BEYPORE,ADAM,M,66,GEN,IND,109,0,109,191152,155709
29,BEYPORE,AJEESH KUMAR ERAKKATHIL,M,41,GEN,IND,104,1,105,191152,155709
30,KUNNAMANGALAM,ADV. P.T.A. RAHIM  &#39;E&#39;,M,67,GEN,IND,76554,856,77410,210071,180341
30,KUNNAMANGALAM,ADV.T. SIDDIQU,M,41,GEN,INC,65886,319,66205,210071,180341
30,KUNNAMANGALAM,C.K.PADMANABHAN,M,67,GEN,BJP,32567,135,32702,210071,180341
30,KUNNAMANGALAM,LATHEEF ANORA,M,39,GEN,SDPI,1249,3,1252,210071,180341
30,KUNNAMANGALAM,None of the Above,,,,NOTA,1144,4,1148,210071,180341
30,KUNNAMANGALAM,K.P RAHEEM MELECHETTUKUZHIYIL,M,50,GEN,IND,726,0,726,210071,180341
30,KUNNAMANGALAM,P.P RAJAN,M,48,SC,BSP,304,0,304,210071,180341
30,KUNNAMANGALAM,P.SIDHEEQ PANNIYOOKKIL,M,47,GEN,IND,212,0,212,210071,180341
30,KUNNAMANGALAM,T.P SIDDEEQUE THALAPPOYIL,M,45,GEN,IND,206,0,206,210071,180341
30,KUNNAMANGALAM,ABOOBACKER SIDHIQUE,M,33,GEN,IND,176,0,176,210071,180341
31,KODUVALLY,KARAT RAZACK,M,51,GEN,IND,60604,429,61033,167786,137389
31,KODUVALLY,M A RAZAK MASTER,M,58,GEN,IUML,60049,411,60460,167786,137389
31,KODUVALLY,ALI AKBAR,M,53,GEN,BJP,11489,48,11537,167786,137389
31,KODUVALLY,ADV. P. K. ZAKARIYYA,M,39,GEN,WPOI,1552,14,1566,167786,137389
31,KODUVALLY,E. NAZAR,M,46,GEN,SDPI,1460,6,1466,167786,137389
31,KODUVALLY,None of the Above,,,,NOTA,579,3,582,167786,137389
31,KODUVALLY,ABDUL RAZAK K T,M,45,GEN,IND,352,0,352,167786,137389
31,KODUVALLY,SAYYID HUSSAIN JIFFIRI THANGAL,M,42,GEN,IND,281,0,281,167786,137389
31,KODUVALLY,K P ABOOBACKER,M,46,GEN,IND,112,0,112,167786,137389
32,THIRUVAMBADY,GEORGE M. THOMAS,M,62,GEN,CPM,61994,330,62324,168412,135686
32,THIRUVAMBADY,V M UMMER MASTER,M,59,GEN,IUML,59114,202,59316,168412,135686
32,THIRUVAMBADY,GIRI PAMBANAL,M,41,GEN,BDJS,8719,30,8749,168412,135686
32,THIRUVAMBADY,RAJU PUNNAKKAL,M,48,GEN,WPOI,2204,22,2226,168412,135686
32,THIRUVAMBADY,None of the Above,,,,NOTA,776,0,776,168412,135686
32,THIRUVAMBADY,SIMON THONAKKARA,M,56,GEN,IND,639,2,641,168412,135686
32,THIRUVAMBADY,T P MOHAMMED,M,49,GEN,SDPI,569,0,569,168412,135686
32,THIRUVAMBADY,NOUSHAD KODIYATHOOR,M,43,GEN,PDP,517,0,517,168412,135686
32,THIRUVAMBADY,SIBI VAYALIL,M,45,GEN,IND,425,1,426,168412,135686
32,THIRUVAMBADY,C M UMMER CHOKLIYIL,M,43,GEN,IND,77,0,77,168412,135686
32,THIRUVAMBADY,UMMAR VILANGOT,M,32,GEN,IND,65,0,65,168412,135686
33,KONDOTTY,T.V. IBRAHIM,M,50,GEN,IUML,69229,439,69668,188358,149554
33,KONDOTTY,K.P. BEERANKUTTY,M,68,GEN,IND,58706,308,59014,188358,149554
33,KONDOTTY,K.RAMACHANDRAN,M,55,GEN,BJP,12478,35,12513,188358,149554
33,KONDOTTY,NAZARUDHEEN ELAMARAM,M,48,GEN,SDPI,3660,7,3667,188358,149554
33,KONDOTTY,SALEEM VAZHAKKAD,M,46,GEN,WPOI,2311,33,2344,188358,149554
33,KONDOTTY,None of the Above,,,,NOTA,581,0,581,188358,149554
33,KONDOTTY,ABDUL GAFFOOR VAVOOR,M,42,GEN,PDP,566,0,566,188358,149554
33,KONDOTTY,K.P. VEERANKUTTY,M,39,GEN,IND,441,1,442,188358,149554
33,KONDOTTY,SULFIKAR ALI AMBAL,M,43,GEN,IND,316,0,316,188358,149554
33,KONDOTTY,KADEEJA,F,50,GEN,IND,267,0,267,188358,149554
33,KONDOTTY,IBRAHIM CHOLAKKAD,M,45,GEN,IND,176,0,176,188358,149554
34,ERANAD,P.K BASHEER,M,55,GEN,IUML,68572,476,69048,166044,135850
34,ERANAD,K.T.ABDURAHIMAN,M,40,GEN,IND,55831,324,56155,166044,135850
34,ERANAD,K P BABURAJ MASTER THUNDATHIL,M,51,GEN,BJP,6030,25,6055,166044,135850
34,ERANAD,ADV. UMMER CHELAKKODE,M,46,GEN,SP,1293,5,1298,166044,135850
34,ERANAD,VELAYUDHAN,M,58,SC,BSP,875,10,885,166044,135850
34,ERANAD,K.T. ABDUL RAHIMAN,M,59,GEN,IND,825,0,825,166044,135850
34,ERANAD,FAROOQ CHENGARA,M,33,GEN,PDP,536,0,536,166044,135850
34,ERANAD,None of the Above,,,,NOTA,461,0,461,166044,135850
34,ERANAD,V. K. BASHEER VALLAKKAATT THODI,M,50,GEN,IND,245,0,245,166044,135850
34,ERANAD,SHAHANAS,F,26,GEN,IND,193,0,193,166044,135850
34,ERANAD,P. K. BASHEER PALATTUKUYYAN,M,38,GEN,IND,149,0,149,166044,135850
35,NILAMBUR,P V ANVAR,M,47,GEN,IND,77415,443,77858,206132,162503
35,NILAMBUR,ARYADAN SHOUKATH,M,51,GEN,INC,66025,329,66354,206132,162503
35,NILAMBUR,GIRISH MEKKATT,M,44,GEN,BDJS,12245,39,12284,206132,162503
35,NILAMBUR,K BABU MANI,M,49,GEN,SDPI,4748,3,4751,206132,162503
35,NILAMBUR,None of the Above,,,,NOTA,1255,1,1256,206132,162503
36,WANDOOR,A.P.ANIL KUMAR,M,51,SC,INC,81731,233,81964,210149,155840
36,WANDOOR,K.NISHANTH,M,39,SC,CPM,57892,208,58100,210149,155840
36,WANDOOR,SUNITHA MOHANDAS,F,42,SC,BJP,9444,27,9471,210149,155840
36,WANDOOR,KRISHNAN KUNIYIL,M,53,SC,WPOI,3357,42,3399,210149,155840
36,WANDOOR,KRISHNAN ERANHIKKAL,M,43,SC,SDPI,1176,2,1178,210149,155840
36,WANDOOR,VELAYUDHAN VENNIYUR,M,58,SC,PDP,920,0,920,210149,155840
36,WANDOOR,None of the Above,,,,NOTA,808,0,808,210149,155840
37,MANJERI,ADV. M UMMER,M,62,GEN,IUML,69602,177,69779,190277,138946
37,MANJERI,ADV. K.MOHANDAS,M,50,GEN,CPI,49937,226,50163,190277,138946
37,MANJERI,ADV. C.DINESH,M,40,GEN,BJP,11179,44,11223,190277,138946
37,MANJERI,K.A. SAVAD,M,35,GEN,WPOI,2470,33,2503,190277,138946
37,MANJERI,DR.C.H. ASHRAF,M,50,GEN,SDPI,2354,3,2357,190277,138946
37,MANJERI,MOYIN BAPPU,M,86,GEN,PDP,1121,0,1121,190277,138946
37,MANJERI,None of the Above,,,,NOTA,912,1,913,190277,138946
37,MANJERI,V.M. MUSTHAFA,M,41,GEN,IND,886,1,887,190277,138946
38,PERINTHALMANNA,MANJALAMKUZHI ALI,M,63,GEN,IUML,70751,239,70990,194976,151411
38,PERINTHALMANNA,V.SASIKUMAR,M,54,GEN,CPM,70043,368,70411,194976,151411
38,PERINTHALMANNA,ADV. M.K. SUNIL,M,39,GEN,BJP,5904,13,5917,194976,151411
38,PERINTHALMANNA,SALEEM MAMPAD,M,44,GEN,WPOI,1741,16,1757,194976,151411
38,PERINTHALMANNA,SUNIYA SIRAJ,F,38,GEN,SDPI,696,2,698,194976,151411
38,PERINTHALMANNA,PALATHINGAL ABOOBACKER,M,37,GEN,IND,671,0,671,194976,151411
38,PERINTHALMANNA,None of the Above,,,,NOTA,507,0,507,194976,151411
38,PERINTHALMANNA,SAYYID MUSTHAFA POOKOYA THANGAL,M,52,GEN,PDP,335,0,335,194976,151411
38,PERINTHALMANNA,ANWAR SHAKEEL OMAR,M,52,GEN,IND,125,0,125,194976,151411
39,MANKADA,T A AHAMMED KABEER,M,60,GEN,IUML,68784,381,69165,194496,150099
39,MANKADA,ADV. T K RASHEED ALI,M,45,GEN,CPM,67248,409,67657,194496,150099
39,MANKADA,B RATHEESH,M,32,GEN,BJP,6622,19,6641,194496,150099
39,MANKADA,HAMEED VANIYAMBALAM,M,46,GEN,WPOI,3919,80,3999,194496,150099
39,MANKADA,A A RAHEEM,M,41,GEN,SDPI,1449,7,1456,194496,150099
39,MANKADA,None of the Above,,,,NOTA,479,0,479,194496,150099
39,MANKADA,O T SHIHAB,M,32,GEN,PDP,273,0,273,194496,150099
39,MANKADA,AHAMED KABEER MUTTENGADAN,M,36,GEN,IND,218,0,218,194496,150099
39,MANKADA,M.K AHAMMEDUL KABEER,M,27,GEN,IND,119,0,119,194496,150099
39,MANKADA,ANWAR SHAKEEL OMAR,M,52,GEN,IND,92,0,92,194496,150099
40,MALAPPURAM,P UBAIDULLA,M,56,GEN,IUML,80695,377,81072,193761,141833
40,MALAPPURAM,ADV. K P SUMATHI,F,48,GEN,CPM,45068,332,45400,193761,141833
40,MALAPPURAM,BADUSHA THANGAL K.N,M,39,GEN,BJP,7190,21,7211,193761,141833
40,MALAPPURAM,E.C. AYISHA,F,53,GEN,WPOI,3285,45,3330,193761,141833
40,MALAPPURAM,JALEEL NEELAMBRA,M,60,GEN,SDPI,2430,14,2444,193761,141833
40,MALAPPURAM,ASHRAF PULPATTA,M,40,GEN,PDP,1549,1,1550,193761,141833
40,MALAPPURAM,None of the Above,,,,NOTA,824,2,826,193761,141833
41,VENGARA,P.K. KUNHALIKKUTTY,M,64,GEN,IUML,72041,140,72181,169639,120276
41,VENGARA,ADV. P.P. BASHEER,M,49,GEN,CPM,34052,72,34124,169639,120276
41,VENGARA,P.T. ALI HAJI,M,66,GEN,BJP,7046,9,7055,169639,120276
41,VENGARA,KALLAN ABOOBACKER MASTER,M,48,GEN,SDPI,3048,1,3049,169639,120276
41,VENGARA,SURENDRAN KARIPPUZHA,M,46,GEN,WPOI,1844,20,1864,169639,120276
41,VENGARA,SUBAIR SWABAHI,M,47,GEN,PDP,1472,0,1472,169639,120276
41,VENGARA,None of the Above,,,,NOTA,530,1,531,169639,120276
42,VALLIKKUNNU,ABDUL HAMEED MASTER,M,68,GEN,IUML,59470,250,59720,183645,137484
42,VALLIKKUNNU,ADV. O.K. THANGAL,M,53,GEN,INL,46808,302,47110,183645,137484
42,VALLIKKUNNU,JANACHANDRAN MASTER,M,64,GEN,BJP,22766,121,22887,183645,137484
42,VALLIKKUNNU,NISSAR METHAR,M,33,GEN,PDP,2975,0,2975,183645,137484
42,VALLIKKUNNU,HANEEFA HAJI,M,56,GEN,SDPI,2495,4,2499,183645,137484
42,VALLIKKUNNU,None of the Above,,,,NOTA,750,2,752,183645,137484
42,VALLIKKUNNU,PRAVEEN KUMAR,M,31,SC,BSP,701,4,705,183645,137484
42,VALLIKKUNNU,ANSAS KODAKKATTAKATH,M,34,GEN,CPIM,261,1,262,183645,137484
42,VALLIKKUNNU,ADV. BALAKRISHNAN MANEERI,M,59,SC,IND,190,2,192,183645,137484
42,VALLIKKUNNU,ABOOBACKER ALIAS K.K. ABOO,M,69,GEN,IND,176,0,176,183645,137484
42,VALLIKKUNNU,ABDUL NAZER,M,41,GEN,IND,106,0,106,183645,137484
42,VALLIKKUNNU,V.P. PADMAKUMAR,M,44,GEN,IND,100,0,100,183645,137484
43,TIRURANGADI,P.K ABDU RABB,M,67,GEN,IUML,62764,163,62927,182849,135246
43,TIRURANGADI,NIYAS PULIKKALAKATH,M,43,GEN,IND,56724,160,56884,182849,135246
43,TIRURANGADI,P.V GEETHA MADHAVAN,F,61,GEN,BJP,8021,25,8046,182849,135246
43,TIRURANGADI,ADV. K.C NASEER,M,37,GEN,SDPI,2478,0,2478,182849,135246
43,TIRURANGADI,MALIYATT ABDURAZAK HAJI,M,50,GEN,PDP,1902,0,1902,182849,135246
43,TIRURANGADI,MINU MUMTHAZ,F,48,GEN,WPOI,1259,11,1270,182849,135246
43,TIRURANGADI,None of the Above,,,,NOTA,629,1,630,182849,135246
43,TIRURANGADI,NIYAS PAROLI,M,28,GEN,IND,541,0,541,182849,135246
43,TIRURANGADI,HANEEFA,M,34,GEN,IND,294,0,294,182849,135246
43,TIRURANGADI,NIYAS THAZHATHETHIL,M,28,GEN,IND,181,0,181,182849,135246
43,TIRURANGADI,YOONUS SALEEM POOZHITHARA,M,41,GEN,CPIM,93,0,93,182849,135246
44,TANUR,V ABDURAHIMAN,M,53,GEN,NSC,64277,195,64472,176077,140838
44,TANUR,ABDURAHIMAN RANDATHANI,M,55,GEN,IUML,59428,126,59554,176077,140838
44,TANUR,P.R.RASMILNATH,M,39,GEN,BJP,11031,20,11051,176077,140838
44,TANUR,ASHARAF VAILATHUR,M,45,GEN,WPOI,1287,4,1291,176077,140838
44,TANUR,K.K. MAJEED KHASIMI,M,42,GEN,SDPI,1150,1,1151,176077,140838
44,TANUR,ANWAR PANNIKKANDATHIL,M,39,GEN,PDP,858,0,858,176077,140838
44,TANUR,P.T. UNNI,M,47,GEN,IND,708,0,708,176077,140838
44,TANUR,V ABDURAHIMAN VAYANGATIL,M,58,GEN,IND,672,0,672,176077,140838
44,TANUR,None of the Above,,,,NOTA,569,0,569,176077,140838
44,TANUR,V.ABDURAHIMAN VARIKKOTTIL,M,60,GEN,IND,172,0,172,176077,140838
44,TANUR,N RAMAKRISHNAN MASTER,M,72,GEN,IND,139,0,139,176077,140838
44,TANUR,THAMI,M,70,SC,IND,81,0,81,176077,140838
44,TANUR,V ABDURAHIMAN VAYARAKATH,M,50,GEN,IND,66,0,66,176077,140838
44,TANUR,ABDURAHIMAN PUTHANMALIYEKKAL,M,49,GEN,IND,54,0,54,176077,140838
45,TIRUR,C. MAMMUTTY (E),M,56,GEN,IUML,73229,203,73432,205287,156754
45,TIRUR,GAFOOR P LILLIS,M,46,GEN,NSC,66153,218,66371,205287,156754
45,TIRUR,M.K. DEVIDASAN,M,45,GEN,BJP,9071,12,9083,205287,156754
45,TIRUR,GANESH VADERI,M,45,GEN,WPOI,1993,8,2001,205287,156754
45,TIRUR,IBRAHIM TIRUR,M,62,GEN,SDPI,1828,0,1828,205287,156754
45,TIRUR,ADV. SHAMEER PAYYANANGADI,M,36,GEN,PDP,1275,1,1276,205287,156754
45,TIRUR,E.K. GAFOOR,M,38,GEN,IND,791,0,791,205287,156754
45,TIRUR,None of the Above,,,,NOTA,691,1,692,205287,156754
45,TIRUR,MAMMUTTY MUYYARIKANDI,M,46,GEN,IND,485,0,485,205287,156754
45,TIRUR,SAHADEVAN,M,52,GEN,IND,402,0,402,205287,156754
45,TIRUR,MAMMUTTY KOOLIPARAMBAN,M,69,GEN,IND,201,0,201,205287,156754
45,TIRUR,MAMMUTTY MANDAMKANDI,M,55,GEN,IND,132,0,132,205287,156754
45,TIRUR,BAPPU VADAKKAYIL,M,53,GEN,IND,60,0,60,205287,156754
46,KOTTAKKAL,ABID HUSSAIN THANGAL,M,55,GEN,IUML,71494,274,71768,198872,148473
46,KOTTAKKAL,N.A. MUHAMMED KUTTY (MAMMOOTY),M,56,GEN,NCP,56439,287,56726,198872,148473
46,KOTTAKKAL,V. UNNIKRISHNAN MASTER,M,50,GEN,BJP,13176,29,13205,198872,148473
46,KOTTAKKAL,NEYYATHOOR KUNHIMOHAMED,M,41,GEN,PDP,2763,0,2763,198872,148473
46,KOTTAKKAL,K.P.O RAHMATHULLA,M,52,GEN,SDPI,1714,5,1719,198872,148473
46,KOTTAKKAL,None of the Above,,,,NOTA,805,1,806,198872,148473
46,KOTTAKKAL,C. MUHAMMED KUTTY,M,60,GEN,IND,579,0,579,198872,148473
46,KOTTAKKAL,VILLAN MOHAMMED KUTTY,M,50,GEN,IND,429,0,429,198872,148473
46,KOTTAKKAL,BINDU DEVARAJAN,F,47,GEN,IND,223,0,223,198872,148473
46,KOTTAKKAL,SAINUL ABID THANGAL,M,34,GEN,IND,150,0,150,198872,148473
46,KOTTAKKAL,BEERAN.K,M,40,GEN,IND,105,0,105,198872,148473
47,THAVANUR,DR. K.T. JALEEL,M,48,GEN,IND,67830,349,68179,184868,142125
47,THAVANUR,IFTHIQUARUDHEEN. MASTER,M,37,GEN,INC,50949,166,51115,184868,142125
47,THAVANUR,RAVI THELATH,M,40,GEN,BJP,15780,21,15801,184868,142125
47,THAVANUR,P.K. JALEEL PARAKKUZHIYIL,M,45,GEN,SDPI,2648,1,2649,184868,142125
47,THAVANUR,ALI KADAMPUZHA,M,49,GEN,PDP,1077,0,1077,184868,142125
47,THAVANUR,MUHAMMED PONNANI,M,55,GEN,WPOI,1000,7,1007,184868,142125
47,THAVANUR,IFTHIKARUDHEEN P. P,M,53,GEN,IND,601,0,601,184868,142125
47,THAVANUR,None of the Above,,,,NOTA,473,0,473,184868,142125
47,THAVANUR,APPUNNI. O.V,M,61,SC,IND,441,2,443,184868,142125
47,THAVANUR,K.T. JALEEL KANHIRATHODIKA,M,25,GEN,IND,272,0,272,184868,142125
47,THAVANUR,K.A. JALEEL KOTTILIL,M,44,GEN,IND,251,0,251,184868,142125
47,THAVANUR,SONIA PINTO,F,33,GEN,IND,133,0,133,184868,142125
47,THAVANUR,K.T. JALEEL KUNNATHODI,M,41,GEN,IND,124,0,124,184868,142125
48,PONNANI,P. SREERAMAKRISHNAN,M,48,GEN,CPM,69097,235,69332,190774,141763
48,PONNANI,P.T.AJAI MOHAN,M,51,GEN,INC,53581,111,53692,190774,141763
48,PONNANI,K.K. SURENDRAN,M,54,GEN,BJP,11653,9,11662,190774,141763
48,PONNANI,M.M. SHAKKIR,M,44,GEN,WPOI,2035,13,2048,190774,141763
48,PONNANI,M. MOIDUNNI HAJI,M,51,GEN,PDP,1857,0,1857,190774,141763
48,PONNANI,ABDUL FATHAH,M,40,GEN,SDPI,1657,2,1659,190774,141763
48,PONNANI,None of the Above,,,,NOTA,604,0,604,190774,141763
48,PONNANI,SINDHUKUMARI P S,F,45,GEN,IND,386,0,386,190774,141763
48,PONNANI,AJAY MOHAN,M,41,GEN,IND,240,0,240,190774,141763
48,PONNANI,RAMAKRISHNAN PUDUSSERY,M,40,GEN,IND,140,0,140,190774,141763
48,PONNANI,RAMAKRISHNAN NJAVANENGHAT,M,56,GEN,IND,82,0,82,190774,141763
48,PONNANI,KOYILAN RAMAKRISHNAN,M,50,SC,IND,61,0,61,190774,141763
49,THRITHALA,V.T. BALRAM,M,37,GEN,INC,66379,126,66505,178784,141021
49,THRITHALA,SUBAIDA ISHAC,F,47,GEN,CPM,55728,230,55958,178784,141021
49,THRITHALA,PROF.V.T.REMA,F,58,GEN,BJP,14496,14,14510,178784,141021
49,THRITHALA,C.P.MOHAMMEDALI,M,40,GEN,SDPI,1313,0,1313,178784,141021
49,THRITHALA,SUBAIDA,F,38,GEN,IND,1080,0,1080,178784,141021
49,THRITHALA,None of the Above,,,,NOTA,549,0,549,178784,141021
49,THRITHALA,MOIDEENKUTTY POOKKATH,M,38,GEN,PDP,541,0,541,178784,141021
49,THRITHALA,VINOD PERUMANNOOR,M,33,SC,BSP,365,1,366,178784,141021
49,THRITHALA,BALARAM,M,53,GEN,IND,199,0,199,178784,141021
50,PATTAMBI,MUHAMMED MUHASSIN,M,30,GEN,CPI,63790,235,64025,179873,140119
50,PATTAMBI,C  P MOHAMMED,M,63,GEN,INC,56490,131,56621,179873,140119
50,PATTAMBI,ADV.P. MANOJ,M,45,GEN,BJP,14787,37,14824,179873,140119
50,PATTAMBI,ABDUL RAOOF C,M,31,GEN,SDPI,1848,0,1848,179873,140119
50,PATTAMBI,M A  MOIDEENKUTTY  MASTER,M,42,GEN,WPOI,808,7,815,179873,140119
50,PATTAMBI,MUHSIN,M,26,GEN,IND,525,0,525,179873,140119
50,PATTAMBI,None of the Above,,,,NOTA,434,1,435,179873,140119
50,PATTAMBI,ABOOBACKER P,M,32,GEN,PDP,422,0,422,179873,140119
50,PATTAMBI,MUHASIN,M,27,GEN,IND,315,0,315,179873,140119
50,PATTAMBI,MUHAMMED CHERUVASSERI PALLIYALIL,M,65,GEN,IND,126,0,126,179873,140119
50,PATTAMBI,MOHAMED MUSHIN P,M,25,GEN,IND,101,0,101,179873,140119
50,PATTAMBI,NOBY AUGUSTINE,F,32,GEN,IND,61,1,62,179873,140119
51,SHORNUR,P.K.SASI,M,59,GEN,CPM,65832,333,66165,184867,141662
51,SHORNUR,C.SANGEETHA,F,39,GEN,INC,41487,131,41618,184867,141662
51,SHORNUR,V.P.CHANDRAN,M,69,GEN,BDJS,28784,52,28836,184867,141662
51,SHORNUR,M SAIDALAVI,M,42,GEN,SDPI,1246,0,1246,184867,141662
51,SHORNUR,HARISH MUHAMMED,M,30,GEN,IND,882,0,882,184867,141662
51,SHORNUR,None of the Above,,,,NOTA,800,0,800,184867,141662
51,SHORNUR,ANANDAN K K,M,31,SC,BSP,762,2,764,184867,141662
51,SHORNUR,A.RADHAKRISHNAN,M,48,SC,IND,693,4,697,184867,141662
51,SHORNUR,P.K.ANUMON,M,33,GEN,SHS,407,0,407,184867,141662
51,SHORNUR,MOINDEENSHA MOLOOR,M,25,GEN,IND,247,0,247,184867,141662
52,OTTAPALAM,P UNNI,M,68,GEN,CPM,66787,374,67161,197646,150212
52,OTTAPALAM,ADV.SHANIMOL OSMAN,F,49,GEN,INC,50861,212,51073,197646,150212
52,OTTAPALAM,P VENUGOPALAN,M,52,GEN,BJP,27549,56,27605,197646,150212
52,OTTAPALAM,A A SULFIKAR,M,36,GEN,SDPI,1166,0,1166,197646,150212
52,OTTAPALAM,None of the Above,,,,NOTA,1010,2,1012,197646,150212
52,OTTAPALAM,K T PADMINI,F,43,SC,BSP,811,0,811,197646,150212
52,OTTAPALAM,S R PRAKASH,M,47,GEN,IND,802,3,805,197646,150212
52,OTTAPALAM,M S SUNEESH,M,31,GEN,SHS,399,0,399,197646,150212
52,OTTAPALAM,SURESH VELAYUDHAN,M,41,GEN,IND,180,0,180,197646,150212
53,KONGAD,K.V.VIJAYADAS,M,57,SC,CPM,60477,313,60790,173779,134061
53,KONGAD,PANDALAM SUDHAKARAN,M,60,SC,INC,47363,156,47519,173779,134061
53,KONGAD,RENU SURESH,F,39,SC,BJP,23753,47,23800,173779,134061
53,KONGAD,None of the Above,,,,NOTA,1160,3,1163,173779,134061
53,KONGAD,RAMESH P.V KANNAMPARIYARAM,M,40,SC,BSP,786,3,789,173779,134061
54,MANNARKAD,ADV.N.SAMSUDHEEN,M,46,GEN,IUML,72886,277,73163,189455,148498
54,MANNARKAD,K.P. SURESH RAJ,M,46,GEN,CPI,60510,328,60838,189455,148498
54,MANNARKAD,KESAVADEV PUTHUMANA,M,49,GEN,BDJS,10157,13,10170,189455,148498
54,MANNARKAD,M SULAIMAN,M,43,GEN,WPOI,1102,10,1112,189455,148498
54,MANNARKAD,None of the Above,,,,NOTA,927,0,927,189455,148498
54,MANNARKAD,SHAMSUDHEEN THOTTASSERY,M,29,GEN,IND,622,0,622,189455,148498
54,MANNARKAD,AJIKUMAR. K,M,44,GEN,CPIM,478,0,478,189455,148498
54,MANNARKAD,GEORGE KUTTY. E.V,M,44,GEN,IND,445,0,445,189455,148498
54,MANNARKAD,A YOOSAF ALANALLUR,M,48,GEN,SDPI,412,0,412,189455,148498
54,MANNARKAD,SURESH BABU. M,M,34,GEN,SHS,330,1,331,189455,148498
